ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore,Cluster
1757,25.0,52729.0,544.0,0,1,1,15257.0,36,0,0,0,663,0.2325700443880801,3,0,0.5261245469484929,0,4,0,31,11,1366,673,39675,53405.0,4394.083333333333,0.8797653990849618,4.0,5345.0,0.228257,0.2474612219736502,604.5689435122189,0.2884717578969187,0,58.0,3
3955,44.0,34735.0,508.0,1,3,18,20445.0,36,0,3,0,484,0.610272473463907,5,0,0.6912755247448554,0,4,0,18,20,2060,418,246206,48174.0,2894.583333333333,0.7303420708400864,7.0,207453.75,0.251445,0.2749280932142948,840.0862635058287,0.4574358762651488,0,60.0,2
8258,56.0,125534.0,658.0,0,3,33,23449.0,48,1,3,3,628,0.0493836573905089,2,2,0.3698555043304489,0,1,0,22,16,566,4413,106496,43140.0,10461.166666666666,0.8705892974721036,4.0,63356.0,0.189449,0.1887708678501494,699.607883672593,0.1269082049808905,1,34.4,4
8187,37.0,137594.125,557.0,0,1,17,11627.0,84,1,1,0,245,0.1802708113923072,0,0,0.133620244941466,0,2,0,28,10,3287,2614,14827,36502.0,11374.072916666668,0.9218675028538,3.0,5334.0,0.258127,0.2648100543601888,305.3968530637054,0.0397668826384031,1,37.6,4
6314,46.0,73736.0,634.0,2,1,22,13892.0,48,2,2,0,441,0.3975022840636307,1,3,0.2646776479766811,0,0,0,24,22,1084,1320,114850,10671.0,6144.666666666667,0.8041040492983071,6.0,104179.0,0.191892,0.2003323454672427,422.9846209830112,0.1406072400428031,1,38.400000000000006,4
2626,34.0,63872.0,602.0,0,3,13,19133.0,60,1,2,0,168,0.4549476422338074,4,0,0.2726170712382302,0,3,0,19,24,3257,1691,18169,42803.0,5322.666666666667,0.7984508759701092,5.0,2813.0,0.223133,0.2321008593705644,541.6801892592002,0.1333316988838677,0,50.0,1
9691,61.0,42616.0,510.0,0,1,38,50106.0,48,2,0,2,315,0.1663886192703891,7,1,0.1226611250925659,0,3,0,26,15,1059,2088,50026,36721.0,3551.333333333333,0.8150810537127771,2.0,13305.0,0.290106,0.2714038666364461,1721.7440929206248,0.5735153255830556,0,50.0,0
8437,23.0,24289.0,574.0,0,1,0,21252.0,60,1,0,0,486,0.2367386388433333,1,1,0.3791212164944912,0,0,0,21,15,3591,791,74213,67990.0,2024.0833333333333,0.9068011902218386,10.0,6223.0,0.239252,0.2436461173215109,615.8827390725558,0.5443860541344094,0,56.0,3
4063,40.0,51094.0,506.0,0,1,16,24852.0,60,0,0,0,207,0.2054657342116587,6,0,0.3761194447106945,0,4,0,21,22,113,1597,104986,40248.0,4257.833333333333,0.7789061155976943,5.0,64738.0,0.276852,0.3111484796662556,821.1476317883078,0.2414720237495536,0,52.0,3
155,30.0,27888.0,530.0,2,4,8,25677.0,48,2,2,3,777,0.0907458810819109,4,1,0.3999173985439089,0,3,0,19,21,3254,115,61835,14281.0,2324.0,0.6497593377447294,6.0,47554.0,0.255677,0.2556484744845046,859.484834618139,0.7041673126584074,0,58.0,3
4994,52.0,55979.0,584.0,0,2,30,17780.0,60,1,0,3,576,0.0898758757825479,0,3,0.0990397430747483,0,4,0,28,13,242,1175,39425,25680.0,4664.916666666667,0.7563156407637367,8.0,13745.0,0.2307799999999999,0.184624,455.9795083170909,0.2212214241019862,1,39.2,1
3721,23.0,24719.0,459.0,0,3,0,9657.0,48,2,3,0,210,0.4266783495568911,4,2,0.0953947991936986,0,3,0,17,18,1132,4237,126944,68038.0,2059.9166666666665,0.7373849702873634,6.0,58906.0,0.275157,0.3062151700801627,351.209391690675,0.2724427646866014,0,51.0,3
9528,29.0,25494.0,596.0,0,0,2,35684.0,36,0,3,3,402,0.2712231060014818,7,0,0.0696948838053469,0,1,0,28,16,3823,308,129972,3046.0,2124.5,0.7913265780557499,4.0,126926.0,0.222684,0.2201646509187866,1363.0921024519314,0.8308270663459315,0,48.0,0
8816,60.0,38941.0,565.0,0,3,36,37553.0,24,0,1,3,350,0.191104907932142,1,0,0.0322470104604733,0,1,0,26,10,4474,840,86764,10537.0,3245.083333333333,0.9290103347045148,5.0,76227.0,0.2300529999999999,0.2082651027723701,1926.4868022481164,0.7015187495692816,0,48.0,0
4593,56.0,29199.0,436.5,0,3,32,27953.0,60,1,2,0,602,0.3262891793239896,5,2,0.1606017732501264,0,1,0,29,12,3853,4413,112900,28657.0,2433.25,0.8979187227799641,4.0,84243.0,0.315953,0.2721650492199949,857.1748865652821,0.5996814493230379,0,50.0,0
8248,53.0,66029.0,616.0,0,4,32,24227.0,60,1,2,3,298,0.3141559672753112,3,0,0.069757082564132,0,3,0,22,25,11861,1247,38011,28870.0,5502.416666666667,0.902864476050462,6.0,9141.0,0.221227,0.2131867750107037,659.7722487623358,0.1740639262316259,1,37.6,4
8068,36.0,40379.0,527.0,0,3,15,8351.0,12,0,0,3,378,0.1644305217168259,3,1,0.1555417367038878,0,3,0,20,3,3920,104,19416,59747.0,3364.9166666666665,0.8728025308047433,4.0,1093.0,0.209851,0.2149026693264884,779.5594354352213,0.3440083515001029,0,53.0,1
5093,70.0,113277.0,671.0,0,4,45,53179.375,48,1,0,2,466,0.4073671403756752,3,2,0.1224120867698603,0,1,0,20,20,2118,4413,134904,16327.0,9439.75,0.7246522062722076,6.0,118577.0,0.221021,0.2195656691047657,1936.8350644741693,0.2545443538731607,0,40.0,4
9539,64.0,30770.0,670.0,0,0,45,7057.0,60,2,3,3,486,0.2100462527266003,3,0,0.2145091754706857,0,1,0,24,1,3894,336,128967,11338.0,2564.1666666666665,0.9665166956697832,4.0,117629.0,0.177057,0.1596464358351478,171.47998439463453,0.2564107836443164,0,47.0,1
1819,34.0,111967.0,560.0,0,3,13,31901.0,96,0,2,3,293,0.1159597654990666,5,2,0.2932340476076699,0,2,1,25,9,6022,1988,68533,92319.625,9330.583333333334,0.8311351626249205,6.0,7679.0,0.286901,0.268983490815907,811.715201862776,0.1183972279542482,0,57.0,3
1959,54.0,24877.0,503.0,1,0,29,38813.0,48,0,2,0,238,0.4407216553066738,2,1,0.3220135017880375,0,1,0,30,1,6761,1645,52699,20013.0,2073.083333333333,0.7742202589712652,4.0,32686.0,0.282313,0.3340280930532972,1475.3507399527396,0.8264746102597931,0,64.0,0
8978,41.0,18888.0,588.0,0,3,16,27906.0,60,0,5,3,852,0.0904478755780678,2,2,0.4613549321017598,0,3,0,19,19,5554,2759,246206,4242.0,1574.0,0.8560876727884879,6.0,207453.75,0.238906,0.2130737990513042,759.7842599440494,0.995269068555772,0,51.0,2
8381,36.0,47205.0,555.0,0,3,14,11827.0,60,1,3,2,544,0.4322710501669109,3,1,0.2619828000990665,1,1,0,36,27,2231,522,144813,33427.0,3933.75,0.981750279241893,3.0,111386.0,0.239327,0.2389375637931426,339.5097773306561,0.2245973377389656,0,62.0,3
6352,63.0,87617.0,648.0,0,2,40,21338.0,84,0,4,0,304,0.1442614582768555,0,0,0.3992433059712268,0,4,0,26,28,12145,4117,32614,11305.0,7301.416666666667,0.8168297701704674,3.0,21309.0,0.222338,0.1971269650493827,470.1514606258171,0.1060275691647717,1,39.2,4
5749,45.0,62981.0,630.0,0,4,20,24848.0,60,3,0,1,233,0.3755450700844749,4,2,0.1723408294884738,0,1,0,20,8,7328,1196,48428,25394.0,5248.416666666667,0.9288178848387484,2.0,23034.0,0.214848,0.2013072767850295,660.1287423902934,0.1701710818926901,0,48.0,1
6113,48.0,102866.0,640.0,0,1,26,16089.0,48,1,0,0,577,0.4496217390661775,2,2,0.3073707473168751,0,3,0,27,7,813,4413,21243,41363.0,8572.166666666666,0.9737563372244102,9.0,4283.0,0.191089,0.2293068,515.0652666795603,0.1273966441793666,1,41.6,4
6946,59.0,68513.0,635.0,0,1,40,11423.0,48,1,3,3,222,0.3490809433382951,3,1,0.0613204075675549,0,0,0,18,12,3932,942,88427,92319.625,5709.416666666667,0.9021656830238152,5.0,8136.0,0.188923,0.1735168461879542,331.6932230738143,0.0969789481833487,1,37.6,1
1702,67.0,78667.0,542.0,1,4,45,21855.0,72,2,0,0,253,0.0806330647584427,3,1,0.4491300453351912,0,0,0,17,10,12145,4413,101459,64475.0,6555.583333333333,0.7661461437025174,3.0,36984.0,0.265855,0.2676741067963945,612.6339965275644,0.1320453043630845,0,58.0,4
9393,40.0,74145.0,558.0,0,3,18,32338.0,72,1,1,2,804,0.1149117798058482,1,2,0.3799346262249474,0,0,0,18,11,2375,1594,31677,61708.0,6178.75,0.8485756818713223,4.0,7673.0,0.2683379999999999,0.278150362438361,927.7737360440964,0.280278978117596,0,53.0,3
8741,41.0,45915.0,591.0,0,1,20,15661.0,24,2,2,2,891,0.1308243193572732,6,1,0.4349550479525267,0,3,0,25,7,4263,1141,7255,20891.0,3826.25,0.9325873572743494,8.0,2226.0,0.195161,0.2228853310222058,814.6969781760816,0.4457881680956764,0,57.0,1
7758,42.0,32995.0,593.0,0,4,19,10117.0,96,2,1,0,212,0.3826715881948991,2,0,0.0756175236494604,0,1,0,29,16,4132,341,246206,25323.0,2749.583333333333,0.9272067177594752,3.0,207453.75,0.2486169999999999,0.2101227180108469,218.41354531939308,0.1565377343183123,1,37.6,2
5236,41.0,137594.125,581.0,1,1,18,15538.0,12,2,0,0,594,0.6841253844505107,3,1,0.1800697752590105,0,1,0,28,18,1418,3070,23253,62507.0,11374.072916666668,0.8259954404250343,3.0,2691.0,0.190038,0.1835237543615463,1427.130752256057,0.1720428520654353,1,42.400000000000006,4
3266,41.0,66864.0,603.0,0,1,21,12287.0,36,1,4,0,642,0.6281290337544493,1,0,0.2764006381304282,0,3,0,32,16,766,1240,19415,92319.625,5572.0,0.9771367746216209,4.0,1294.0,0.195787,0.1965142051802293,454.44957603287816,0.196778459445958,1,40.8,1
470,31.0,44961.0,595.0,0,0,9,15062.0,84,1,1,3,186,0.4881681795679162,2,0,0.1042750388710017,0,4,0,26,24,485,613,91668,6213.0,3746.75,0.8911620976460622,5.0,85455.0,0.242562,0.2607027732686683,391.6110729063961,0.1541632275722682,0,50.0,3
8286,38.0,28240.0,618.0,0,1,13,9066.0,48,2,2,3,122,0.2540375467997161,7,1,0.3846972482857497,0,4,0,23,5,3473,2992,151773,7296.0,2353.333333333333,0.640413965582378,5.0,144477.0,0.195066,0.1675613992196061,260.4574059627788,0.1625173113156283,0,51.0,1
9868,35.0,57313.0,478.0,0,1,11,11291.0,48,2,4,0,611,0.4532306186484671,4,0,0.4029911579643702,0,1,0,22,8,2429,544,246206,16554.0,4776.083333333333,0.9334565133849096,5.0,207453.75,0.267291,0.2635794041931131,382.9793905971108,0.208116006615695,1,41.6,2
6599,29.0,30069.0,534.0,0,3,6,24432.0,72,1,0,3,184,0.1133744728405083,2,4,0.0818168459238046,0,3,0,18,14,5939,418,21711,30163.0,2505.75,0.7547968093906688,8.0,9875.0,0.272432,0.2904864936700585,720.0976903799717,0.3608092149575862,0,50.0,3
1829,44.0,20989.0,436.5,0,3,24,25099.0,36,0,1,0,732,0.581442860592033,4,0,0.15831103946193,0,0,0,22,28,2089,4413,10782,92319.625,1749.0833333333333,0.7763312807632848,6.0,3084.0,0.318099,0.303809432384928,1070.7357825210215,0.995269068555772,0,53.0,0
8038,35.0,37698.0,560.0,0,0,12,28246.0,60,2,2,0,697,0.2783107651163026,1,0,0.4571860295812314,0,4,0,21,17,840,318,87367,35663.0,3141.5,0.735700151575479,5.0,51704.0,0.2532459999999999,0.2121259963092205,767.5310928389033,0.4661884745627577,0,55.0,3
2023,51.0,77705.0,635.0,0,3,28,20087.0,120,1,0,3,306,0.0961210062636357,1,1,0.4577455473251203,0,2,0,19,14,5924,501,40432,20819.0,6475.416666666667,0.6745636339851392,3.0,19613.0,0.257587,0.2668829903418559,481.08497015824514,0.1215497026175785,0,52.0,4
7521,28.0,39357.0,603.0,0,1,5,38440.0,48,0,2,2,299,0.1017268088594504,3,0,0.2873004682534993,1,1,0,20,23,5015,487,128096,32869.0,3279.75,0.8908103786519357,10.0,95227.0,0.23194,0.2204563459046684,1212.0461754468486,0.4607199254354291,0,59.0,0
7893,54.0,50821.0,592.0,0,0,31,34589.0,84,1,2,2,205,0.3655285989058874,3,1,0.2876554949005779,0,2,0,22,21,1959,546,2505,6436.0,4235.083333333333,0.8737830332144297,5.0,7397.0,0.263589,0.2252458472260909,821.5203228090135,0.2423849171348097,0,52.0,1
6943,24.0,52926.0,562.0,0,3,2,30319.0,48,1,0,3,779,0.3746489617631674,2,3,0.1790966379931745,0,2,0,25,1,12145,746,246206,21882.0,4410.5,0.6724040502444092,6.0,207453.75,0.2443189999999999,0.247310423365302,1000.7482033202826,0.4035252699966631,0,50.0,2
6744,43.0,23648.0,575.0,0,3,22,20672.0,36,1,0,0,383,0.1398288300035867,1,0,0.4694211458922333,0,2,1,27,3,2463,826,29862,19716.0,1970.6666666666667,0.6916380875482795,3.0,10146.0,0.218172,0.2295577915955264,799.7309930499426,0.6001679599373864,0,66.0,1
464,47.0,70915.0,597.0,0,3,25,37814.0,60,2,3,0,613,0.0509797414408291,1,1,0.4019111252231536,0,3,0,27,22,515,1489,61902,30048.0,5909.583333333333,0.919603355361024,3.0,31854.0,0.2443139999999999,0.2552106075129354,1121.471983041224,0.2935015694351645,0,55.0,1
8911,55.0,130060.0,593.0,0,1,34,11878.0,36,1,2,3,876,0.2765142673666523,2,0,0.1812987302280854,0,3,0,27,29,3326,1864,226114,33350.0,10838.333333333334,0.6686913561638255,5.0,192764.0,0.200378,0.2015382371226598,442.3605594794786,0.121638679945823,1,35.2,4
4966,41.0,38956.0,532.0,0,3,18,50312.0,108,2,4,3,184,0.6538454645767928,1,1,0.6594340452648824,0,1,0,23,2,1628,901,4571,3829.0,3246.333333333333,0.6843503997779538,5.0,6439.0,0.329312,0.3486275224639977,1708.463690508377,0.5829542120880102,0,65.0,0
5662,23.0,49866.0,614.0,0,4,0,16342.0,48,1,2,3,323,0.1188337427003514,1,1,0.4081849369798515,0,3,0,30,28,663,1283,142087,8290.0,4155.5,0.6902954553506288,6.0,133797.0,0.204342,0.2191987091449144,514.1616825517787,0.2014587131637056,0,49.0,2
7929,35.0,44623.0,545.0,0,3,12,53179.375,48,2,0,0,856,0.3701310332503023,1,1,0.2169828774905344,0,3,0,16,22,5686,1583,40159,13925.0,3718.5833333333335,0.8259859713948972,1.0,26234.0,0.2883159999999999,0.3057770398579601,2022.154534639842,0.8734336356813593,0,53.0,0
8641,53.0,121900.0,625.0,0,4,33,14190.0,24,1,0,3,261,0.1761213936649501,2,1,0.7284445258679169,0,2,0,12,21,12145,2243,65561,4358.0,10158.333333333334,0.7396254351896234,7.0,61203.0,0.17669,0.1627265728240741,696.6366041748336,0.0942710356857916,1,40.0,4
3774,50.0,71942.0,597.0,0,4,29,16123.0,36,2,2,0,247,0.3991510773012843,2,0,0.1906289883418008,0,1,0,24,1,3384,876,29993,52058.0,5995.166666666667,0.6206149192543964,5.0,7097.0,0.202623,0.214582774916912,611.2354073247467,0.1431545534999994,0,54.0,1
5290,54.0,129626.0,540.0,0,0,35,26826.0,48,2,2,1,343,0.7261419956685564,5,2,0.3738160638003663,0,3,0,28,12,2737,760,95147,57811.0,10802.166666666666,0.8900726365325251,6.0,37336.0,0.251826,0.2599200476052887,904.3798103498232,0.1154749643142416,1,44.0,4
8570,30.0,94145.0,561.0,0,0,6,18221.0,48,1,0,3,707,0.4545507993993665,6,2,0.2804633769260983,0,1,0,29,20,1520,3463,38648,16702.0,7845.416666666667,0.6493642803623402,6.0,21946.0,0.2327209999999999,0.224958317681081,578.9882648773558,0.163915865723387,1,41.6,4
9002,65.0,37364.0,571.0,1,1,43,23616.0,60,1,1,2,460,0.1529164732268803,2,3,0.5800726075191045,0,3,0,22,11,2736,760,31756,46850.0,3113.6666666666665,0.8267494253943996,4.0,9430.0,0.243116,0.2465033593504192,688.3280475524358,0.3688024989462913,0,61.0,1
3545,18.0,41984.0,570.0,0,3,0,34453.0,84,0,2,3,340,0.5029100432939335,7,1,0.0804691556932145,0,1,0,21,22,2324,2305,24794,13764.0,3498.6666666666665,0.8645334962950575,0.0,11030.0,0.274453,0.249186918633439,870.2715160731952,0.3459236421703111,0,52.0,3
7395,21.0,16169.0,512.0,0,3,0,17503.0,36,1,3,2,590,0.4009396888552055,7,1,0.0251729712720419,0,3,0,23,17,1762,808,89828,8570.0,1347.4166666666667,0.6887743087877055,4.0,81258.0,0.246503,0.2192268654987367,667.7476446791728,0.9334511556775356,0,51.0,3
2258,29.0,15307.0,568.0,0,4,10,25544.0,60,1,0,3,208,0.1569347156159037,2,0,0.128796017524838,0,1,0,17,18,2148,469,246206,29026.0,1275.5833333333333,0.8055482683064826,7.0,207453.75,0.2465439999999999,0.2815748945725732,797.7621213435615,0.788472297388302,0,45.0,2
1508,18.0,26049.0,575.0,0,1,0,18122.0,24,2,0,0,427,0.1396407781740395,2,0,0.5015566724723842,0,3,0,21,6,12145,1057,138657,18891.0,2170.75,0.840048143036321,9.0,119766.0,0.205622,0.2195968152716802,939.7751408184992,0.6296326803263844,0,57.0,2
6094,39.0,30722.0,617.0,2,3,16,16254.0,84,1,1,0,597,0.12811959215881,2,0,0.3066973055952933,0,3,0,20,22,2305,2162,30981,17703.0,2560.1666666666665,0.6408146473942993,6.0,13278.0,0.232754,0.2016791982553793,362.58479267894825,0.3748134077256487,0,54.0,1
9275,22.0,54254.0,585.0,0,0,0,26799.0,120,1,0,1,263,0.1419487333498688,2,1,0.1256397166262904,0,0,0,31,25,4143,2015,35288,15403.0,4521.166666666667,0.7812567500882934,6.0,19885.0,0.289299,0.3063810717541235,719.1327689949501,0.2172299411645114,0,49.0,3
2738,40.0,68213.0,551.0,0,3,18,30291.0,36,0,0,3,364,0.5950717156488501,1,0,0.3067441216541241,0,1,0,30,4,1177,857,7645,8652.0,5684.416666666667,0.7703218942564293,5.0,5505.0,0.239791,0.1947758070128144,1117.6752647786298,0.2606556400883051,0,58.0,1
693,46.0,115156.0,596.0,0,1,28,11143.0,60,1,3,3,289,0.1323657794209864,4,0,0.5573966807372044,0,1,0,23,13,2580,1249,242983,43202.0,9596.333333333334,0.6823989186884499,9.0,199781.0,0.2181429999999999,0.2605104634721184,333.96347550176586,0.0649168233181179,1,41.6,2
3105,32.0,51970.0,572.0,0,1,8,24725.0,60,2,0,2,278,0.5324217437877767,2,2,0.1407646358331899,0,2,0,26,26,1602,1069,92163,51205.0,4330.833333333333,0.7959648449248117,9.0,40958.0,0.243725,0.2627383754452866,744.2917069083716,0.2360496533173073,0,51.0,3
5411,30.0,24624.0,549.0,0,3,6,12471.0,60,2,5,2,162,0.2751057136225359,2,1,0.3619284339797131,0,4,0,30,27,3013,462,90693,39393.0,2052.0,0.7721377729783255,4.0,51300.0,0.242971,0.266780067123114,378.4096516786613,0.2633575300578271,0,54.0,3
8111,36.0,34807.0,525.0,0,3,13,24408.0,48,1,0,3,613,0.4602610852306072,4,1,0.2496149425390475,0,1,0,26,8,1855,3251,26569,19078.0,2900.583333333333,0.7987240117562108,7.0,7491.0,0.2569079999999999,0.3081357303735017,890.4213265172182,0.5183168879307788,0,55.0,3
8847,51.0,72169.0,586.0,0,2,30,39622.0,24,2,0,3,408,0.4300430632139688,0,1,0.6244429973201289,0,2,0,23,20,4557,944,96401,92319.625,6014.083333333333,0.9903575189051316,6.0,8107.0,0.2216219999999999,0.2534789466028101,2022.154534639842,0.4206141816306138,0,59.0,0
7300,32.0,51665.0,564.0,0,3,11,21168.0,60,1,0,0,731,0.2000503101477253,0,2,0.1377243192467331,1,3,0,23,22,5857,1649,201101,14968.0,4305.416666666667,0.9226163598628075,3.0,186133.0,0.244168,0.2550964684086437,627.6494295938247,0.3155674664690969,0,58.0,2
474,49.0,30487.0,616.0,0,4,21,39474.0,48,0,2,0,636,0.3478681654694791,2,1,0.1711564795028748,0,3,0,23,22,4310,2887,13068,4796.0,2540.583333333333,0.9431734327650352,4.0,8272.0,0.226474,0.2458726069545868,1299.773917888532,0.7619407293161801,0,48.0,0
1392,27.0,47009.0,558.0,0,1,9,16057.0,36,0,0,0,367,0.5475118525385885,3,1,0.0493397702423197,1,1,0,27,16,3045,3653,14050,92319.625,3917.4166666666665,0.9581051838621768,1.0,7456.0,0.2220569999999999,0.2597121112136018,646.7002727120388,0.2587675396741999,0,64.0,3
3864,43.0,26379.0,610.0,0,3,19,52056.0,60,1,1,2,288,0.3818777237035073,4,1,0.2464915385850866,0,4,0,28,11,5446,148,92287,46985.0,2198.25,0.587812152862422,6.0,45302.0,0.252056,0.2394421204063733,1495.8600539989231,0.8114909832816664,0,51.0,0
5782,50.0,68704.0,527.0,0,3,27,24075.0,36,1,3,3,191,0.290284382615817,0,1,0.0282451384093288,0,3,0,28,12,6227,582,125355,87976.0,3330.6666666666665,0.9295265460808534,2.0,37379.0,0.245575,0.29469,1015.032363715597,0.3620993886255796,0,50.0,3
4323,35.0,41898.0,553.0,0,0,12,18726.0,96,0,3,3,975,0.2164514410519888,4,0,0.5784514337501547,0,3,0,30,7,7208,1014,151884,50378.0,3491.5,0.7839005325664397,7.0,101506.0,0.277226,0.2732462814953338,481.89464005245736,0.4172689789639001,0,56.0,3
5842,44.0,46383.0,602.0,0,4,18,8973.0,48,0,4,0,201,0.4192727677752237,4,1,0.4025474588394506,0,1,0,26,7,12145,3986,29446,9047.0,3865.25,0.736111171118186,5.0,20399.0,0.202973,0.2130246944626816,279.3170471463749,0.1242654542775693,1,44.8,1
9435,29.0,15000.0,612.0,0,1,2,9123.0,60,0,2,1,245,0.248001556809806,7,1,0.2363103107266063,0,0,0,21,24,5014,473,35300,61611.0,1250.0,0.8294698557736632,4.0,8572.0,0.208123,0.1980833811955456,240.73182154490684,0.3885854572359254,0,51.0,1
6312,34.0,73986.0,610.0,0,2,10,19735.0,120,1,2,3,310,0.2871500420115676,3,2,0.111897584991997,0,1,0,27,24,2258,844,75253,24895.0,6165.5,0.9167707200106476,3.0,50358.0,0.269735,0.2651990399475458,470.27278928055,0.1265546653605628,1,36.0,4
6401,66.0,61924.0,504.0,0,3,44,25827.0,72,2,1,2,714,0.2424660601979854,4,2,0.1886007019213134,0,1,0,27,28,2518,3165,26776,36978.0,5160.333333333333,0.9318000325569096,5.0,5218.0,0.2888269999999999,0.2577903312851775,708.103345863607,0.2755836210574783,0,50.0,1
3194,45.0,20080.0,523.0,0,3,20,33759.0,48,2,3,3,977,0.1605029721602472,4,1,0.2072420390631973,0,1,0,30,1,2789,1845,140210,92319.625,1673.3333333333333,0.8221301498006299,1.0,30075.0,0.2672589999999999,0.2649762732218959,1147.7342365836928,0.995269068555772,0,57.0,0
2394,47.0,107230.0,558.0,0,4,23,13435.0,72,1,3,3,518,0.2246021119338689,3,0,0.0893866760645958,0,2,0,24,27,2017,1141,105410,35783.0,8935.833333333334,0.8147998519130025,4.0,69627.0,0.249435,0.20262815913152,323.856212860141,0.0942112706735213,1,37.6,4
3098,38.0,47184.0,571.0,0,3,19,12562.0,48,1,0,2,173,0.2677127241235534,2,0,0.1218923603828156,0,3,0,20,4,1453,725,38916,7968.0,3932.0,0.8395718884623395,2.0,30948.0,0.222062,0.2216375100595933,396.8969500656117,0.1449381866901352,0,54.0,1
5369,35.0,43182.0,542.0,0,1,11,12420.0,60,2,1,0,382,0.1605361152425756,4,1,0.3608373152345477,0,3,0,19,26,2463,1162,39850,8622.0,3598.5,0.9369380635478768,4.0,31228.0,0.2464199999999999,0.2781759794228985,385.3413405149907,0.2132392220411256,0,54.0,3
